id	myclass	myid	male	female	age	years
Chlamydia	I	I-Chl	32370	12078	5-14 years	5
Chlamydia	I	I-Chl	32370	12078	5-14 years	14
Chlamydia	I	I-Chl	730691	210354	15-29 years	15
Chlamydia	I	I-Chl	730691	210354	15-29 years	29
Chlamydia	I	I-Chl	273302	153620	30-49 years	30
Chlamydia	I	I-Chl	273302	153620	30-49 years	49
Chlamydia	I	I-Chl	2079	7840	50-59 years	50
Chlamydia	I	I-Chl	2079	7840	50-59 years	59
Chlamydia	I	I-Chl	45	3740	60-69 years	60
Chlamydia	I	I-Chl	45	3740	60-69 years	69
Chlamydia	I	I-Chl	42	3785	70+ years	70
Chlamydia	I	I-Chl	42	3785	70+ years	75
Dengue	I	I-Den	10409	9306	0-27 days	0
Dengue	I	I-Den	10409	9306	0-27 days	0.07
Dengue	I	I-Den	136097	168907	1-59 months	0.08
Dengue	I	I-Den	136097	168907	1-59 months	4.9
Dengue	I	I-Den	173103	158184	5-14 years	5
Dengue	I	I-Den	173103	158184	5-14 years	14
Dengue	I	I-Den	135874	111774	15-29 years	15
Dengue	I	I-Den	135874	111774	15-29 years	29
Dengue	I	I-Den	118907	108968	30-49 years	30
Dengue	I	I-Den	118907	108968	30-49 years	49
Dengue	I	I-Den	51373	56480	50-59 years	50
Dengue	I	I-Den	51373	56480	50-59 years	59
Dengue	I	I-Den	39940	58795	60-69 years	60
Dengue	I	I-Den	39940	58795	60-69 years	69
Dengue	I	I-Den	44188	62479	70+ years	70
Dengue	I	I-Den	44188	62479	70+ years	75
Diarrhea	I	I-Dia	1076422	1007814	0-27 days	0
Diarrhea	I	I-Dia	1076422	1007814	0-27 days	0.07
Diarrhea	I	I-Dia	29582351	28986457	1-59 months	0.08
Diarrhea	I	I-Dia	29582351	28986457	1-59 months	4.9
Diarrhea	I	I-Dia	5900283	6767841	5-14 years	5
Diarrhea	I	I-Dia	5900283	6767841	5-14 years	14
Diarrhea	I	I-Dia	2833931	4001739	15-29 years	15
Diarrhea	I	I-Dia	2833931	4001739	15-29 years	29
Diarrhea	I	I-Dia	3456553	3556467	30-49 years	30
Diarrhea	I	I-Dia	3456553	3556467	30-49 years	49
Diarrhea	I	I-Dia	1783473	1867315	50-59 years	50
Diarrhea	I	I-Dia	1783473	1867315	50-59 years	59
Diarrhea	I	I-Dia	1720285	2119917	60-69 years	60
Diarrhea	I	I-Dia	1720285	2119917	60-69 years	69
Diarrhea	I	I-Dia	2005279	3061827	70+ years	70
Diarrhea	I	I-Dia	2005279	3061827	70+ years	75
Diphtheria	I	I-Dip	365	187	0-27 days	0
Diphtheria	I	I-Dip	365	187	0-27 days	0.07
Diphtheria	I	I-Dip	58764	59277	1-59 months	0.08
Diphtheria	I	I-Dip	58764	59277	1-59 months	4.9
Diphtheria	I	I-Dip	47883	46064	5-14 years	5
Diphtheria	I	I-Dip	47883	46064	5-14 years	14
Diphtheria	I	I-Dip	3828	2610	15-29 years	15
Diphtheria	I	I-Dip	3828	2610	15-29 years	29
Diphtheria	I	I-Dip	1723	1042	30-49 years	30
Diphtheria	I	I-Dip	1723	1042	30-49 years	49
Diphtheria	I	I-Dip	909	560	50-59 years	50
Diphtheria	I	I-Dip	909	560	50-59 years	59
Diphtheria	I	I-Dip	0	11	60-69 years	60
Diphtheria	I	I-Dip	0	11	60-69 years	69
Diphtheria	I	I-Dip	8	18	70+ years	70
Diphtheria	I	I-Dip	8	18	70+ years	75
Encephalitis	I	I-Enc	704	552	0-27 days	0
Encephalitis	I	I-Enc	704	552	0-27 days	0.07
Encephalitis	I	I-Enc	1202051	1224526	1-59 months	0.08
Encephalitis	I	I-Enc	1202051	1224526	1-59 months	4.9
Encephalitis	I	I-Enc	502980	573327	5-14 years	5
Encephalitis	I	I-Enc	502980	573327	5-14 years	14
Encephalitis	I	I-Enc	466937	371793	15-29 years	15
Encephalitis	I	I-Enc	466937	371793	15-29 years	29
Encephalitis	I	I-Enc	347120	213413	30-49 years	30
Encephalitis	I	I-Enc	347120	213413	30-49 years	49
Encephalitis	I	I-Enc	121234	94280	50-59 years	50
Encephalitis	I	I-Enc	121234	94280	50-59 years	59
Encephalitis	I	I-Enc	77374	80744	60-69 years	60
Encephalitis	I	I-Enc	77374	80744	60-69 years	69
Encephalitis	I	I-Enc	64416	76063	70+ years	70
Encephalitis	I	I-Enc	64416	76063	70+ years	75
Lymphatic_filariasis	I	I-Fil	30	17	0-27 days	0
Lymphatic_filariasis	I	I-Fil	30	17	0-27 days	0.07
Lymphatic_filariasis	I	I-Fil	4266	2686	1-59 months	0.08
Lymphatic_filariasis	I	I-Fil	4266	2686	1-59 months	4.9
Lymphatic_filariasis	I	I-Fil	164722	53258	5-14 years	5
Lymphatic_filariasis	I	I-Fil	164722	53258	5-14 years	14
Lymphatic_filariasis	I	I-Fil	701048	194765	15-29 years	15
Lymphatic_filariasis	I	I-Fil	701048	194765	15-29 years	29
Lymphatic_filariasis	I	I-Fil	712903	208633	30-49 years	30
Lymphatic_filariasis	I	I-Fil	712903	208633	30-49 years	49
Lymphatic_filariasis	I	I-Fil	297211	93514	50-59 years	50
Lymphatic_filariasis	I	I-Fil	297211	93514	50-59 years	59
Lymphatic_filariasis	I	I-Fil	179574	67939	60-69 years	60
Lymphatic_filariasis	I	I-Fil	179574	67939	60-69 years	69
Lymphatic_filariasis	I	I-Fil	105822	52758	70+ years	70
Lymphatic_filariasis	I	I-Fil	105822	52758	70+ years	75
Gonorrhoea	I	I-Gon	0	12	0-27 days	0
Gonorrhoea	I	I-Gon	0	12	0-27 days	0.07
Gonorrhoea	I	I-Gon	0	2	1-59 months	0.08
Gonorrhoea	I	I-Gon	0	2	1-59 months	4.9
Gonorrhoea	I	I-Gon	8684	6857	5-14 years	5
Gonorrhoea	I	I-Gon	8684	6857	5-14 years	14
Gonorrhoea	I	I-Gon	174203	102976	15-29 years	15
Gonorrhoea	I	I-Gon	174203	102976	15-29 years	29
Gonorrhoea	I	I-Gon	127720	113038	30-49 years	30
Gonorrhoea	I	I-Gon	127720	113038	30-49 years	49
Gonorrhoea	I	I-Gon	522	5718	50-59 years	50
Gonorrhoea	I	I-Gon	522	5718	50-59 years	59
Gonorrhoea	I	I-Gon	11	2495	60-69 years	60
Gonorrhoea	I	I-Gon	11	2495	60-69 years	69
Gonorrhoea	I	I-Gon	31	2877	70+ years	70
Gonorrhoea	I	I-Gon	31	2877	70+ years	75
HepB	I	I-HBV	5095	3293	0-27 days	0
HepB	I	I-HBV	5095	3293	0-27 days	0.07
HepB	I	I-HBV	285544	197090	1-59 months	0.08
HepB	I	I-HBV	285544	197090	1-59 months	4.9
HepB	I	I-HBV	447423	376643	5-14 years	5
HepB	I	I-HBV	447423	376643	5-14 years	14
HepB	I	I-HBV	736421	402995	15-29 years	15
HepB	I	I-HBV	736421	402995	15-29 years	29
HepB	I	I-HBV	1052063	501099	30-49 years	30
HepB	I	I-HBV	1052063	501099	30-49 years	49
HepB	I	I-HBV	665501	408603	50-59 years	50
HepB	I	I-HBV	665501	408603	50-59 years	59
HepB	I	I-HBV	455455	330174	60-69 years	60
HepB	I	I-HBV	455455	330174	60-69 years	69
HepB	I	I-HBV	258157	290641	70+ years	70
HepB	I	I-HBV	258157	290641	70+ years	75
HepC	I	I-HCV	8	36	0-27 days	0
HepC	I	I-HCV	8	36	0-27 days	0.07
HepC	I	I-HCV	2098	1491	1-59 months	0.08
HepC	I	I-HCV	2098	1491	1-59 months	4.9
HepC	I	I-HCV	33960	28270	5-14 years	5
HepC	I	I-HCV	33960	28270	5-14 years	14
HepC	I	I-HCV	52513	48175	15-29 years	15
HepC	I	I-HCV	52513	48175	15-29 years	29
HepC	I	I-HCV	201960	112864	30-49 years	30
HepC	I	I-HCV	201960	112864	30-49 years	49
HepC	I	I-HCV	234538	126483	50-59 years	50
HepC	I	I-HCV	234538	126483	50-59 years	59
HepC	I	I-HCV	124165	100556	60-69 years	60
HepC	I	I-HCV	124165	100556	60-69 years	69
HepC	I	I-HCV	77484	125175	70+ years	70
HepC	I	I-HCV	77484	125175	70+ years	75
HIV/AIDS	I	I-HIV	49209	46931	0-27 days	0
HIV/AIDS	I	I-HIV	49209	46931	0-27 days	0.07
HIV/AIDS	I	I-HIV	4680303	4618826	1-59 months	0.08
HIV/AIDS	I	I-HIV	4680303	4618826	1-59 months	4.9
HIV/AIDS	I	I-HIV	4122605	4031910	5-14 years	5
HIV/AIDS	I	I-HIV	4122605	4031910	5-14 years	14
HIV/AIDS	I	I-HIV	7428864	9494677	15-29 years	15
HIV/AIDS	I	I-HIV	7428864	9494677	15-29 years	29
HIV/AIDS	I	I-HIV	26747643	22663835	30-49 years	30
HIV/AIDS	I	I-HIV	26747643	22663835	30-49 years	49
HIV/AIDS	I	I-HIV	3854047	2383241	50-59 years	50
HIV/AIDS	I	I-HIV	3854047	2383241	50-59 years	59
HIV/AIDS	I	I-HIV	941847	550589	60-69 years	60
HIV/AIDS	I	I-HIV	941847	550589	60-69 years	69
HIV/AIDS	I	I-HIV	184989	107929	70+ years	70
HIV/AIDS	I	I-HIV	184989	107929	70+ years	75
Hookworm	I	I-Hoo	0	0	0-27 days	0
Hookworm	I	I-Hoo	0	0	0-27 days	0.07
Hookworm	I	I-Hoo	142917	143049	1-59 months	0.08
Hookworm	I	I-Hoo	142917	143049	1-59 months	4.9
Hookworm	I	I-Hoo	965640	238248	5-14 years	5
Hookworm	I	I-Hoo	965640	238248	5-14 years	14
Hookworm	I	I-Hoo	328236	368532	15-29 years	15
Hookworm	I	I-Hoo	328236	368532	15-29 years	29
Hookworm	I	I-Hoo	288985	362068	30-49 years	30
Hookworm	I	I-Hoo	288985	362068	30-49 years	49
Hookworm	I	I-Hoo	98710	104764	50-59 years	50
Hookworm	I	I-Hoo	98710	104764	50-59 years	59
Hookworm	I	I-Hoo	59178	58226	60-69 years	60
Hookworm	I	I-Hoo	59178	58226	60-69 years	69
Hookworm	I	I-Hoo	44564	42694	70+ years	70
Hookworm	I	I-Hoo	44564	42694	70+ years	75
Leishmaniasis	I	I-Lei	7116	4452	0-27 days	0
Leishmaniasis	I	I-Lei	7116	4452	0-27 days	0.07
Leishmaniasis	I	I-Lei	491251	245024	1-59 months	0.08
Leishmaniasis	I	I-Lei	491251	245024	1-59 months	4.9
Leishmaniasis	I	I-Lei	846601	393825	5-14 years	5
Leishmaniasis	I	I-Lei	846601	393825	5-14 years	14
Leishmaniasis	I	I-Lei	455508	209629	15-29 years	15
Leishmaniasis	I	I-Lei	455508	209629	15-29 years	29
Leishmaniasis	I	I-Lei	315092	130509	30-49 years	30
Leishmaniasis	I	I-Lei	315092	130509	30-49 years	49
Leishmaniasis	I	I-Lei	99324	46428	50-59 years	50
Leishmaniasis	I	I-Lei	99324	46428	50-59 years	59
Leishmaniasis	I	I-Lei	50189	28289	60-69 years	60
Leishmaniasis	I	I-Lei	50189	28289	60-69 years	69
Leishmaniasis	I	I-Lei	30449	19913	70+ years	70
Leishmaniasis	I	I-Lei	30449	19913	70+ years	75
Leprosy	I	I-Lep	0	0	0-27 days	0
Leprosy	I	I-Lep	0	0	0-27 days	0.07
Leprosy	I	I-Lep	140	22240	1-59 months	0.08
Leprosy	I	I-Lep	140	22240	1-59 months	4.9
Leprosy	I	I-Lep	5168	3236	5-14 years	5
Leprosy	I	I-Lep	5168	3236	5-14 years	14
Leprosy	I	I-Lep	1696	5430	15-29 years	15
Leprosy	I	I-Lep	1696	5430	15-29 years	29
Leprosy	I	I-Lep	37310	15466	30-49 years	30
Leprosy	I	I-Lep	37310	15466	30-49 years	49
Leprosy	I	I-Lep	40185	21253	50-59 years	50
Leprosy	I	I-Lep	40185	21253	50-59 years	59
Leprosy	I	I-Lep	40724	21531	60-69 years	60
Leprosy	I	I-Lep	40724	21531	60-69 years	69
Leprosy	I	I-Lep	25443	17564	70+ years	70
Leprosy	I	I-Lep	25443	17564	70+ years	75
Lower_respiratory_infections	I	I-LRI	7322026	5754499	0-27 days	0
Lower_respiratory_infections	I	I-LRI	7322026	5754499	0-27 days	0.07
Lower_respiratory_infections	I	I-LRI	42723970	35165103	1-59 months	0.08
Lower_respiratory_infections	I	I-LRI	42723970	35165103	1-59 months	4.9
Lower_respiratory_infections	I	I-LRI	5268461	5280198	5-14 years	5
Lower_respiratory_infections	I	I-LRI	5268461	5280198	5-14 years	14
Lower_respiratory_infections	I	I-LRI	3894083	3426324	15-29 years	15
Lower_respiratory_infections	I	I-LRI	3894083	3426324	15-29 years	29
Lower_respiratory_infections	I	I-LRI	4948093	3296645	30-49 years	30
Lower_respiratory_infections	I	I-LRI	4948093	3296645	30-49 years	49
Lower_respiratory_infections	I	I-LRI	3496525	2294209	50-59 years	50
Lower_respiratory_infections	I	I-LRI	3496525	2294209	50-59 years	59
Lower_respiratory_infections	I	I-LRI	4086969	3161054	60-69 years	60
Lower_respiratory_infections	I	I-LRI	4086969	3161054	60-69 years	69
Lower_respiratory_infections	I	I-LRI	8237444	8508082	70+ years	70
Lower_respiratory_infections	I	I-LRI	8237444	8508082	70+ years	75
Malaria	I	I-Mal	1975	1368	0-27 days	0
Malaria	I	I-Mal	1975	1368	0-27 days	0.07
Malaria	I	I-Mal	22548876	21979454	1-59 months	0.08
Malaria	I	I-Mal	22548876	21979454	1-59 months	4.9
Malaria	I	I-Mal	2012217	2088151	5-14 years	5
Malaria	I	I-Mal	2012217	2088151	5-14 years	14
Malaria	I	I-Mal	1325338	1395592	15-29 years	15
Malaria	I	I-Mal	1325338	1395592	15-29 years	29
Malaria	I	I-Mal	1144209	1041369	30-49 years	30
Malaria	I	I-Mal	1144209	1041369	30-49 years	49
Malaria	I	I-Mal	400613	299193	50-59 years	50
Malaria	I	I-Mal	400613	299193	50-59 years	59
Malaria	I	I-Mal	248099	219688	60-69 years	60
Malaria	I	I-Mal	248099	219688	60-69 years	69
Malaria	I	I-Mal	192582	212371	70+ years	70
Malaria	I	I-Mal	192582	212371	70+ years	75
Measles	I	I-Mea	0	0	0-27 days	0
Measles	I	I-Mea	0	0	0-27 days	0.07
Measles	I	I-Mea	4512135	4636828	1-59 months	0.08
Measles	I	I-Mea	4512135	4636828	1-59 months	4.9
Measles	I	I-Mea	875049	1222484	5-14 years	5
Measles	I	I-Mea	875049	1222484	5-14 years	14
Measles	I	I-Mea	91167	125032	15-29 years	15
Measles	I	I-Mea	91167	125032	15-29 years	29
Measles	I	I-Mea	22028	20314	30-49 years	30
Measles	I	I-Mea	22028	20314	30-49 years	49
Measles	I	I-Mea	8283	4504	50-59 years	50
Measles	I	I-Mea	8283	4504	50-59 years	59
Measles	I	I-Mea	5161	5698	60-69 years	60
Measles	I	I-Mea	5161	5698	60-69 years	69
Measles	I	I-Mea	665	1708	70+ years	70
Measles	I	I-Mea	665	1708	70+ years	75
Meningitis	I	I-Men	10729	7745	0-27 days	0
Meningitis	I	I-Men	10729	7745	0-27 days	0.07
Meningitis	I	I-Men	6898708	6246840	1-59 months	0.08
Meningitis	I	I-Men	6898708	6246840	1-59 months	4.9
Meningitis	I	I-Men	3288929	3239024	5-14 years	5
Meningitis	I	I-Men	3288929	3239024	5-14 years	14
Meningitis	I	I-Men	2731962	1914119	15-29 years	15
Meningitis	I	I-Men	2731962	1914119	15-29 years	29
Meningitis	I	I-Men	1798722	1195095	30-49 years	30
Meningitis	I	I-Men	1798722	1195095	30-49 years	49
Meningitis	I	I-Men	636694	526871	50-59 years	50
Meningitis	I	I-Men	636694	526871	50-59 years	59
Meningitis	I	I-Men	455565	430431	60-69 years	60
Meningitis	I	I-Men	455565	430431	60-69 years	69
Meningitis	I	I-Men	368729	432150	70+ years	70
Meningitis	I	I-Men	368729	432150	70+ years	75
Onchocerciasis	I	I-Onc	0	0	0-27 days	0
Onchocerciasis	I	I-Onc	0	0	0-27 days	0.07
Onchocerciasis	I	I-Onc	0	0	1-59 months	0.08
Onchocerciasis	I	I-Onc	0	0	1-59 months	4.9
Onchocerciasis	I	I-Onc	43286	37825	5-14 years	5
Onchocerciasis	I	I-Onc	43286	37825	5-14 years	14
Onchocerciasis	I	I-Onc	79162	64791	15-29 years	15
Onchocerciasis	I	I-Onc	79162	64791	15-29 years	29
Onchocerciasis	I	I-Onc	102127	82989	30-49 years	30
Onchocerciasis	I	I-Onc	102127	82989	30-49 years	49
Onchocerciasis	I	I-Onc	43615	35849	50-59 years	50
Onchocerciasis	I	I-Onc	43615	35849	50-59 years	59
Onchocerciasis	I	I-Onc	35285	29802	60-69 years	60
Onchocerciasis	I	I-Onc	35285	29802	60-69 years	69
Onchocerciasis	I	I-Onc	22679	20859	70+ years	70
Onchocerciasis	I	I-Onc	22679	20859	70+ years	75
Other_STDs	I	I-ost	0	0	0-27 days	0
Other_STDs	I	I-ost	0	0	0-27 days	0.07
Other_STDs	I	I-ost	0	0	1-59 months	0.08
Other_STDs	I	I-ost	0	0	1-59 months	4.9
Other_STDs	I	I-ost	0	18828	5-14 years	5
Other_STDs	I	I-ost	0	18828	5-14 years	14
Other_STDs	I	I-ost	0	250862	15-29 years	15
Other_STDs	I	I-ost	0	250862	15-29 years	29
Other_STDs	I	I-ost	0	402285	30-49 years	30
Other_STDs	I	I-ost	0	402285	30-49 years	49
Other_STDs	I	I-ost	0	31215	50-59 years	50
Other_STDs	I	I-ost	0	31215	50-59 years	59
Other_STDs	I	I-ost	0	13532	60-69 years	60
Other_STDs	I	I-ost	0	13532	60-69 years	69
Other_STDs	I	I-ost	0	17361	70+ years	70
Other_STDs	I	I-ost	0	17361	70+ years	75
Other_infectious_diseases	I	I-Oth	706533	559773	0-27 days	0
Other_infectious_diseases	I	I-Oth	706533	559773	0-27 days	0.07
Other_infectious_diseases	I	I-Oth	6039808	5246017	1-59 months	0.08
Other_infectious_diseases	I	I-Oth	6039808	5246017	1-59 months	4.9
Other_infectious_diseases	I	I-Oth	5958298	5053775	5-14 years	5
Other_infectious_diseases	I	I-Oth	5958298	5053775	5-14 years	14
Other_infectious_diseases	I	I-Oth	3778358	2854234	15-29 years	15
Other_infectious_diseases	I	I-Oth	3778358	2854234	15-29 years	29
Other_infectious_diseases	I	I-Oth	3197623	2145689	30-49 years	30
Other_infectious_diseases	I	I-Oth	3197623	2145689	30-49 years	49
Other_infectious_diseases	I	I-Oth	1424296	1024420	50-59 years	50
Other_infectious_diseases	I	I-Oth	1424296	1024420	50-59 years	59
Other_infectious_diseases	I	I-Oth	1198370	1028978	60-69 years	60
Other_infectious_diseases	I	I-Oth	1198370	1028978	60-69 years	69
Other_infectious_diseases	I	I-Oth	1378193	1536365	70+ years	70
Other_infectious_diseases	I	I-Oth	1378193	1536365	70+ years	75
Otitis_media	I	I-Oti	7804	7555	0-27 days	0
Otitis_media	I	I-Oti	7804	7555	0-27 days	0.07
Otitis_media	I	I-Oti	364616	357951	1-59 months	0.08
Otitis_media	I	I-Oti	364616	357951	1-59 months	4.9
Otitis_media	I	I-Oti	559440	516701	5-14 years	5
Otitis_media	I	I-Oti	559440	516701	5-14 years	14
Otitis_media	I	I-Oti	609805	463620	15-29 years	15
Otitis_media	I	I-Oti	609805	463620	15-29 years	29
Otitis_media	I	I-Oti	635820	519068	30-49 years	30
Otitis_media	I	I-Oti	635820	519068	30-49 years	49
Otitis_media	I	I-Oti	234217	195791	50-59 years	50
Otitis_media	I	I-Oti	234217	195791	50-59 years	59
Otitis_media	I	I-Oti	176518	156423	60-69 years	60
Otitis_media	I	I-Oti	176518	156423	60-69 years	69
Otitis_media	I	I-Oti	202944	225168	70+ years	70
Otitis_media	I	I-Oti	202944	225168	70+ years	75
Rabies	I	I-Rab	355	157	0-27 days	0
Rabies	I	I-Rab	355	157	0-27 days	0.07
Rabies	I	I-Rab	137389	127732	1-59 months	0.08
Rabies	I	I-Rab	137389	127732	1-59 months	4.9
Rabies	I	I-Rab	553548	609752	5-14 years	5
Rabies	I	I-Rab	553548	609752	5-14 years	14
Rabies	I	I-Rab	206470	136671	15-29 years	15
Rabies	I	I-Rab	206470	136671	15-29 years	29
Rabies	I	I-Rab	163067	92648	30-49 years	30
Rabies	I	I-Rab	163067	92648	30-49 years	49
Rabies	I	I-Rab	61439	48098	50-59 years	50
Rabies	I	I-Rab	61439	48098	50-59 years	59
Rabies	I	I-Rab	41698	37489	60-69 years	60
Rabies	I	I-Rab	41698	37489	60-69 years	69
Rabies	I	I-Rab	26452	21793	70+ years	70
Rabies	I	I-Rab	26452	21793	70+ years	75
Schistosomiasis	I	I-Sch	0	0	0-27 days	0
Schistosomiasis	I	I-Sch	0	0	0-27 days	0.07
Schistosomiasis	I	I-Sch	310468	313822	1-59 months	0.08
Schistosomiasis	I	I-Sch	310468	313822	1-59 months	4.9
Schistosomiasis	I	I-Sch	353449	390183	5-14 years	5
Schistosomiasis	I	I-Sch	353449	390183	5-14 years	14
Schistosomiasis	I	I-Sch	419809	570344	15-29 years	15
Schistosomiasis	I	I-Sch	419809	570344	15-29 years	29
Schistosomiasis	I	I-Sch	406863	559040	30-49 years	30
Schistosomiasis	I	I-Sch	406863	559040	30-49 years	49
Schistosomiasis	I	I-Sch	118295	206602	50-59 years	50
Schistosomiasis	I	I-Sch	118295	206602	50-59 years	59
Schistosomiasis	I	I-Sch	81785	142816	60-69 years	60
Schistosomiasis	I	I-Sch	81785	142816	60-69 years	69
Schistosomiasis	I	I-Sch	47233	105566	70+ years	70
Schistosomiasis	I	I-Sch	47233	105566	70+ years	75
Syphilis	I	I-Syp	1930693	2088271	0-27 days	0
Syphilis	I	I-Syp	1930693	2088271	0-27 days	0.07
Syphilis	I	I-Syp	1110356	1043418	1-59 months	0.08
Syphilis	I	I-Syp	1110356	1043418	1-59 months	4.9
Syphilis	I	I-Syp	293812	299485	5-14 years	5
Syphilis	I	I-Syp	293812	299485	5-14 years	14
Syphilis	I	I-Syp	63282	10791	15-29 years	15
Syphilis	I	I-Syp	63282	10791	15-29 years	29
Syphilis	I	I-Syp	76965	18906	30-49 years	30
Syphilis	I	I-Syp	76965	18906	30-49 years	49
Syphilis	I	I-Syp	29612	10182	50-59 years	50
Syphilis	I	I-Syp	29612	10182	50-59 years	59
Syphilis	I	I-Syp	24293	9642	60-69 years	60
Syphilis	I	I-Syp	24293	9642	60-69 years	69
Syphilis	I	I-Syp	19266	9667	70+ years	70
Syphilis	I	I-Syp	19266	9667	70+ years	75
Tetanus	I	I-Tet	2269639	2794458	0-27 days	0
Tetanus	I	I-Tet	2269639	2794458	0-27 days	0.07
Tetanus	I	I-Tet	37200	33129	1-59 months	0.08
Tetanus	I	I-Tet	37200	33129	1-59 months	4.9
Tetanus	I	I-Tet	130324	77753	5-14 years	5
Tetanus	I	I-Tet	130324	77753	5-14 years	14
Tetanus	I	I-Tet	52354	47999	15-29 years	15
Tetanus	I	I-Tet	52354	47999	15-29 years	29
Tetanus	I	I-Tet	61657	32433	30-49 years	30
Tetanus	I	I-Tet	61657	32433	30-49 years	49
Tetanus	I	I-Tet	32744	17605	50-59 years	50
Tetanus	I	I-Tet	32744	17605	50-59 years	59
Tetanus	I	I-Tet	18734	17010	60-69 years	60
Tetanus	I	I-Tet	18734	17010	60-69 years	69
Tetanus	I	I-Tet	19658	13207	70+ years	70
Tetanus	I	I-Tet	19658	13207	70+ years	75
Trachoma	I	I-Tra	0	0	0-27 days	0
Trachoma	I	I-Tra	0	0	0-27 days	0.07
Trachoma	I	I-Tra	0	0	1-59 months	0.08
Trachoma	I	I-Tra	0	0	1-59 months	4.9
Trachoma	I	I-Tra	0	0	5-14 years	5
Trachoma	I	I-Tra	0	0	5-14 years	14
Trachoma	I	I-Tra	6	15	15-29 years	15
Trachoma	I	I-Tra	6	15	15-29 years	29
Trachoma	I	I-Tra	16936	20796	30-49 years	30
Trachoma	I	I-Tra	16936	20796	30-49 years	49
Trachoma	I	I-Tra	22476	27544	50-59 years	50
Trachoma	I	I-Tra	22476	27544	50-59 years	59
Trachoma	I	I-Tra	35050	44767	60-69 years	60
Trachoma	I	I-Tra	35050	44767	60-69 years	69
Trachoma	I	I-Tra	53042	78079	70+ years	70
Trachoma	I	I-Tra	53042	78079	70+ years	75
Trichomoniasis	I	I-Trm	0	0	0-27 days	0
Trichomoniasis	I	I-Trm	0	0	0-27 days	0.07
Trichomoniasis	I	I-Trm	0	0	1-59 months	0.08
Trichomoniasis	I	I-Trm	0	0	1-59 months	4.9
Trichomoniasis	I	I-Trm	0	4849	5-14 years	5
Trichomoniasis	I	I-Trm	0	4849	5-14 years	14
Trichomoniasis	I	I-Trm	0	111263	15-29 years	15
Trichomoniasis	I	I-Trm	0	111263	15-29 years	29
Trichomoniasis	I	I-Trm	0	52329	30-49 years	30
Trichomoniasis	I	I-Trm	0	52329	30-49 years	49
Trichomoniasis	I	I-Trm	0	2329	50-59 years	50
Trichomoniasis	I	I-Trm	0	2329	50-59 years	59
Trichomoniasis	I	I-Trm	0	1167	60-69 years	60
Trichomoniasis	I	I-Trm	0	1167	60-69 years	69
Trichomoniasis	I	I-Trm	0	913	70+ years	70
Trichomoniasis	I	I-Trm	0	913	70+ years	75
Trichuriasis	I	I-Trs	0	0	0-27 days	0
Trichuriasis	I	I-Trs	0	0	0-27 days	0.07
Trichuriasis	I	I-Trs	19776	19048	1-59 months	0.08
Trichuriasis	I	I-Trs	19776	19048	1-59 months	4.9
Trichuriasis	I	I-Trs	72814	71191	5-14 years	5
Trichuriasis	I	I-Trs	72814	71191	5-14 years	14
Trichuriasis	I	I-Trs	103642	103495	15-29 years	15
Trichuriasis	I	I-Trs	103642	103495	15-29 years	29
Trichuriasis	I	I-Trs	85773	88558	30-49 years	30
Trichuriasis	I	I-Trs	85773	88558	30-49 years	49
Trichuriasis	I	I-Trs	26019	28179	50-59 years	50
Trichuriasis	I	I-Trs	26019	28179	50-59 years	59
Trichuriasis	I	I-Trs	13781	15399	60-69 years	60
Trichuriasis	I	I-Trs	13781	15399	60-69 years	69
Trichuriasis	I	I-Trs	7817	10072	70+ years	70
Trichuriasis	I	I-Trs	7817	10072	70+ years	75
Trypanosomiasis	I	I-Try	0	0	0-27 days	0
Trypanosomiasis	I	I-Try	0	0	0-27 days	0.07
Trypanosomiasis	I	I-Try	15558	17946	1-59 months	0.08
Trypanosomiasis	I	I-Try	15558	17946	1-59 months	4.9
Trypanosomiasis	I	I-Try	256372	281310	5-14 years	5
Trypanosomiasis	I	I-Try	256372	281310	5-14 years	14
Trypanosomiasis	I	I-Try	268463	187412	15-29 years	15
Trypanosomiasis	I	I-Try	268463	187412	15-29 years	29
Trypanosomiasis	I	I-Try	117400	86856	30-49 years	30
Trypanosomiasis	I	I-Try	117400	86856	30-49 years	49
Trypanosomiasis	I	I-Try	12617	14339	50-59 years	50
Trypanosomiasis	I	I-Try	12617	14339	50-59 years	59
Trypanosomiasis	I	I-Try	2350	2826	60-69 years	60
Trypanosomiasis	I	I-Try	2350	2826	60-69 years	69
Trypanosomiasis	I	I-Try	333	391	70+ years	70
Trypanosomiasis	I	I-Try	333	391	70+ years	75
Tuberculosis	I	I-Tub	6377	3320	0-27 days	0
Tuberculosis	I	I-Tub	6377	3320	0-27 days	0.07
Tuberculosis	I	I-Tub	2606609	2445483	1-59 months	0.08
Tuberculosis	I	I-Tub	2606609	2445483	1-59 months	4.9
Tuberculosis	I	I-Tub	643299	749742	5-14 years	5
Tuberculosis	I	I-Tub	643299	749742	5-14 years	14
Tuberculosis	I	I-Tub	2682166	2206466	15-29 years	15
Tuberculosis	I	I-Tub	2682166	2206466	15-29 years	29
Tuberculosis	I	I-Tub	10233570	5306329	30-49 years	30
Tuberculosis	I	I-Tub	10233570	5306329	30-49 years	49
Tuberculosis	I	I-Tub	4887784	2147923	50-59 years	50
Tuberculosis	I	I-Tub	4887784	2147923	50-59 years	59
Tuberculosis	I	I-Tub	3914903	1807266	60-69 years	60
